Sector,Subsector,Gas,Year,Value,Source
AFOLU,Biomass Burning Emissions,CO,2002,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2003,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2004,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2005,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2006,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2007,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2008,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2009,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2010,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2011,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2012,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2013,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2014,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2015,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2016,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,CO,2017,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1995,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1996,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1997,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1998,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,1999,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2000,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2001,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2002,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2003,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2004,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2005,0.819,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2006,0.7644,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2007,0.7098,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2008,0.6552,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2009,0.6006,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2010,0.546,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2011,0.4914,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2012,0.4368,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2013,0.3822,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2014,0.3276,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2015,0.273,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2016,0.273,National Communication 3
AFOLU,Biomass Burning Emissions,N2O,2017,0.273,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1995,0.301,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1996,0.2408,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1997,0.1806,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1998,0.1204,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,1999,0.0602,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2000,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2001,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2002,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2003,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2004,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2005,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2006,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2007,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2008,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2009,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2010,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2011,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2012,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2013,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2014,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2015,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2016,0.0,National Communication 3
AFOLU,Biomass Burning Emissions,NOx,2017,0.0,National Communication 3
AFOLU,Cropland,CO2,1995,10.611,National Communication 3
AFOLU,Cropland,CO2,1996,10.611,National Communication 3
AFOLU,Cropland,CO2,1997,10.611,National Communication 3
AFOLU,Cropland,CO2,1998,10.611,National Communication 3
AFOLU,Cropland,CO2,1999,10.611,National Communication 3
AFOLU,Cropland,CO2,2000,10.611,National Communication 3
AFOLU,Cropland,CO2,2001,10.611,National Communication 3
AFOLU,Cropland,CO2,2002,10.611,National Communication 3
AFOLU,Cropland,CO2,2003,10.611,National Communication 3
AFOLU,Cropland,CO2,2004,10.611,National Communication 3
AFOLU,Cropland,CO2,2005,10.611,National Communication 3
AFOLU,Cropland,CO2,2006,10.611,National Communication 3
AFOLU,Cropland,CO2,2007,10.611,National Communication 3
AFOLU,Cropland,CO2,2008,10.611,National Communication 3
AFOLU,Cropland,CO2,2009,10.611,National Communication 3
AFOLU,Cropland,CO2,2010,10.611,National Communication 3
AFOLU,Cropland,CO2,2011,10.611,National Communication 3
AFOLU,Cropland,CO2,2012,10.611,National Communication 3
AFOLU,Cropland,CO2,2013,10.611,National Communication 3
AFOLU,Cropland,CO2,2014,10.611,National Communication 3
AFOLU,Cropland,CO2,2015,10.611,National Communication 3
AFOLU,Cropland,CO2,2016,10.611,National Communication 3
AFOLU,Cropland,CO2,2017,10.611,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1995,3.1395,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1996,3.17772,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1997,3.21594,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1998,3.25416,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,1999,3.29238,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2000,3.3306,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2001,3.42342,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2002,3.51624,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2003,3.60906,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2004,3.70188,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2005,3.7947,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2006,4.02402,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2007,4.25334,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2008,4.48266,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2009,4.71198,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2010,4.9413,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2011,5.05596,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2012,5.17062,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2013,5.28528,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2014,5.39994,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2015,5.5146,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2016,5.5965,National Communication 3
AFOLU,Direct N2O emissions from managed soil,N2O,2017,5.6784,National Communication 3
AFOLU,Enteric Fermentation,CH4,1995,7.49008,National Communication 3
AFOLU,Enteric Fermentation,CH4,1996,7.655172,National Communication 3
AFOLU,Enteric Fermentation,CH4,1997,7.820264,National Communication 3
AFOLU,Enteric Fermentation,CH4,1998,7.985356,National Communication 3
AFOLU,Enteric Fermentation,CH4,1999,8.150448,National Communication 3
AFOLU,Enteric Fermentation,CH4,2000,8.31554,National Communication 3
AFOLU,Enteric Fermentation,CH4,2001,8.685058,National Communication 3
AFOLU,Enteric Fermentation,CH4,2002,9.054576,National Communication 3
AFOLU,Enteric Fermentation,CH4,2003,9.424094,National Communication 3
AFOLU,Enteric Fermentation,CH4,2004,9.793612,National Communication 3
AFOLU,Enteric Fermentation,CH4,2005,10.16313,National Communication 3
AFOLU,Enteric Fermentation,CH4,2006,10.843442,National Communication 3
AFOLU,Enteric Fermentation,CH4,2007,11.523754,National Communication 3
AFOLU,Enteric Fermentation,CH4,2008,12.204066,National Communication 3
AFOLU,Enteric Fermentation,CH4,2009,12.884378,National Communication 3
AFOLU,Enteric Fermentation,CH4,2010,13.56469,National Communication 3
AFOLU,Enteric Fermentation,CH4,2011,13.9054,National Communication 3
AFOLU,Enteric Fermentation,CH4,2012,14.24611,National Communication 3
AFOLU,Enteric Fermentation,CH4,2013,14.58682,National Communication 3
AFOLU,Enteric Fermentation,CH4,2014,14.92753,National Communication 3
AFOLU,Enteric Fermentation,CH4,2015,15.26824,National Communication 3
AFOLU,Enteric Fermentation,CH4,2016,15.621415,National Communication 3
AFOLU,Enteric Fermentation,CH4,2017,15.97459,National Communication 3
AFOLU,Forest land - Removals,CO2,1995,9.559775,National Communication 3
AFOLU,Forest land - Removals,CO2,1996,10.491975,National Communication 3
AFOLU,Forest land - Removals,CO2,1997,11.424175,National Communication 3
AFOLU,Forest land - Removals,CO2,1998,12.356375,National Communication 3
AFOLU,Forest land - Removals,CO2,1999,13.288575,National Communication 3
AFOLU,Forest land - Removals,CO2,2000,14.220775,National Communication 3
AFOLU,Forest land - Removals,CO2,2001,16.214175,National Communication 3
AFOLU,Forest land - Removals,CO2,2002,18.207575,National Communication 3
AFOLU,Forest land - Removals,CO2,2003,20.200975,National Communication 3
AFOLU,Forest land - Removals,CO2,2004,22.194375,National Communication 3
AFOLU,Forest land - Removals,CO2,2005,24.187775000000002,National Communication 3
AFOLU,Forest land - Removals,CO2,2006,26.944175,National Communication 3
AFOLU,Forest land - Removals,CO2,2007,29.700575,National Communication 3
AFOLU,Forest land - Removals,CO2,2008,32.456975,National Communication 3
AFOLU,Forest land - Removals,CO2,2009,35.213375,National Communication 3
AFOLU,Forest land - Removals,CO2,2010,37.969775,National Communication 3
AFOLU,Forest land - Removals,CO2,2011,39.895575,National Communication 3
AFOLU,Forest land - Removals,CO2,2012,41.821374999999996,National Communication 3
AFOLU,Forest land - Removals,CO2,2013,43.747175,National Communication 3
AFOLU,Forest land - Removals,CO2,2014,45.672975,National Communication 3
AFOLU,Forest land - Removals,CO2,2015,47.598774999999996,National Communication 3
AFOLU,Forest land - Removals,CO2,2016,49.218193,National Communication 3
AFOLU,Forest land - Removals,CO2,2017,50.837610999999995,National Communication 3
AFOLU,Forest land - Sequestration,CO2,1995,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,1996,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,1997,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,1998,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,1999,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2000,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2001,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2002,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2003,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2004,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2005,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2006,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2007,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2008,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2009,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2010,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2011,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2012,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2013,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2014,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2015,-7.942775,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2016,-7.857693,National Communication 3
AFOLU,Forest land - Sequestration,CO2,2017,-7.772611,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1995,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1996,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1997,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1998,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,1999,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2000,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2001,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2002,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2003,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2004,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2005,1.27218,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2006,1.343706,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2007,1.415232,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2008,1.486758,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2009,1.558284,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2010,1.62981,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2011,1.679496,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2012,1.729182,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2013,1.778868,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2014,1.828554,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2015,1.87824,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2016,1.87824,National Communication 3
AFOLU,Indirect N2O Emissions from Manure Management,N2O,2017,1.87824,National Communication 3
AFOLU,Manure Management,CH4,1995,0.37672,National Communication 3
AFOLU,Manure Management,CH4,1996,0.377274,National Communication 3
AFOLU,Manure Management,CH4,1997,0.377828,National Communication 3
AFOLU,Manure Management,CH4,1998,0.378382,National Communication 3
AFOLU,Manure Management,CH4,1999,0.378936,National Communication 3
AFOLU,Manure Management,CH4,2000,0.37949,National Communication 3
AFOLU,Manure Management,CH4,2001,0.388908,National Communication 3
AFOLU,Manure Management,CH4,2002,0.398326,National Communication 3
AFOLU,Manure Management,CH4,2003,0.407744,National Communication 3
AFOLU,Manure Management,CH4,2004,0.417162,National Communication 3
AFOLU,Manure Management,CH4,2005,0.42658,National Communication 3
AFOLU,Manure Management,CH4,2006,0.455388,National Communication 3
AFOLU,Manure Management,CH4,2007,0.484196,National Communication 3
AFOLU,Manure Management,CH4,2008,0.513004,National Communication 3
AFOLU,Manure Management,CH4,2009,0.541812,National Communication 3
AFOLU,Manure Management,CH4,2010,0.57062,National Communication 3
AFOLU,Manure Management,CH4,2011,0.58447,National Communication 3
AFOLU,Manure Management,CH4,2012,0.59832,National Communication 3
AFOLU,Manure Management,CH4,2013,0.61217,National Communication 3
AFOLU,Manure Management,CH4,2014,0.62602,National Communication 3
AFOLU,Manure Management,CH4,2015,0.63987,National Communication 3
AFOLU,Manure Management,CH4,2016,0.65095,National Communication 3
AFOLU,Manure Management,CH4,2017,0.66203,National Communication 3
AFOLU,Manure Management,N2O,1995,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1996,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1997,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1998,0.1365,National Communication 3
AFOLU,Manure Management,N2O,1999,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2000,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2001,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2002,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2003,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2004,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2005,0.1365,National Communication 3
AFOLU,Manure Management,N2O,2006,0.14742,National Communication 3
AFOLU,Manure Management,N2O,2007,0.15834,National Communication 3
AFOLU,Manure Management,N2O,2008,0.16926,National Communication 3
AFOLU,Manure Management,N2O,2009,0.18018,National Communication 3
AFOLU,Manure Management,N2O,2010,0.1911,National Communication 3
AFOLU,Manure Management,N2O,2011,0.19656,National Communication 3
AFOLU,Manure Management,N2O,2012,0.20202,National Communication 3
AFOLU,Manure Management,N2O,2013,0.20748,National Communication 3
AFOLU,Manure Management,N2O,2014,0.21294,National Communication 3
AFOLU,Manure Management,N2O,2015,0.2184,National Communication 3
AFOLU,Manure Management,N2O,2016,0.222495,National Communication 3
AFOLU,Manure Management,N2O,2017,0.22659,National Communication 3
AFOLU,Other Lands,CO2,1995,2.793,National Communication 3
AFOLU,Other Lands,CO2,1996,2.793,National Communication 3
AFOLU,Other Lands,CO2,1997,2.793,National Communication 3
AFOLU,Other Lands,CO2,1998,2.793,National Communication 3
AFOLU,Other Lands,CO2,1999,2.793,National Communication 3
AFOLU,Other Lands,CO2,2000,2.793,National Communication 3
AFOLU,Other Lands,CO2,2001,2.793,National Communication 3
AFOLU,Other Lands,CO2,2002,2.793,National Communication 3
AFOLU,Other Lands,CO2,2003,2.793,National Communication 3
AFOLU,Other Lands,CO2,2004,2.793,National Communication 3
AFOLU,Other Lands,CO2,2005,2.793,National Communication 3
AFOLU,Other Lands,CO2,2006,2.793,National Communication 3
AFOLU,Other Lands,CO2,2007,2.793,National Communication 3
AFOLU,Other Lands,CO2,2008,2.793,National Communication 3
AFOLU,Other Lands,CO2,2009,2.793,National Communication 3
AFOLU,Other Lands,CO2,2010,2.793,National Communication 3
AFOLU,Other Lands,CO2,2011,2.793,National Communication 3
AFOLU,Other Lands,CO2,2012,2.793,National Communication 3
AFOLU,Other Lands,CO2,2013,2.793,National Communication 3
AFOLU,Other Lands,CO2,2014,2.793,National Communication 3
AFOLU,Other Lands,CO2,2015,2.793,National Communication 3
AFOLU,Other Lands,CO2,2016,2.793,National Communication 3
AFOLU,Other Lands,CO2,2017,2.793,National Communication 3
AFOLU,Urea Application,CO2,1995,0.0,National Communication 3
AFOLU,Urea Application,CO2,1996,0.0,National Communication 3
AFOLU,Urea Application,CO2,1997,0.0,National Communication 3
AFOLU,Urea Application,CO2,1998,0.0,National Communication 3
AFOLU,Urea Application,CO2,1999,0.0,National Communication 3
AFOLU,Urea Application,CO2,2000,0.0,National Communication 3
AFOLU,Urea Application,CO2,2001,0.0,National Communication 3
AFOLU,Urea Application,CO2,2002,0.0,National Communication 3
AFOLU,Urea Application,CO2,2003,0.0,National Communication 3
AFOLU,Urea Application,CO2,2004,0.0,National Communication 3
AFOLU,Urea Application,CO2,2005,0.0,National Communication 3
AFOLU,Urea Application,CO2,2006,0.0,National Communication 3
AFOLU,Urea Application,CO2,2007,0.0,National Communication 3
AFOLU,Urea Application,CO2,2008,0.0,National Communication 3
AFOLU,Urea Application,CO2,2009,0.0,National Communication 3
AFOLU,Urea Application,CO2,2010,0.0,National Communication 3
AFOLU,Urea Application,CO2,2011,0.001012,National Communication 3
AFOLU,Urea Application,CO2,2012,0.002024,National Communication 3
AFOLU,Urea Application,CO2,2013,0.003036,National Communication 3
AFOLU,Urea Application,CO2,2014,0.004048,National Communication 3
AFOLU,Urea Application,CO2,2015,0.00506,National Communication 3
AFOLU,Urea Application,CO2,2016,0.00506,National Communication 3
AFOLU,Urea Application,CO2,2017,0.00506,National Communication 3
Energy,Energy Industries,CH4,1995,0.0544305,National Communication 3
Energy,Energy Industries,CH4,1996,0.05690965,National Communication 3
Energy,Energy Industries,CH4,1997,0.0593888,National Communication 3
Energy,Energy Industries,CH4,1998,0.0682251,National Communication 3
Energy,Energy Industries,CH4,1999,0.0770614,National Communication 3
Energy,Energy Industries,CH4,2000,0.0829338,National Communication 3
Energy,Energy Industries,CH4,2001,0.0888062,National Communication 3
Energy,Energy Industries,CH4,2002,0.0888062,National Communication 3
Energy,Energy Industries,CH4,2003,0.0888062,National Communication 3
Energy,Energy Industries,CH4,2004,0.108307,National Communication 3
Energy,Energy Industries,CH4,2005,0.1278078,National Communication 3
Energy,Energy Industries,CH4,2006,0.1341234,National Communication 3
Energy,Energy Industries,CH4,2007,0.140439,National Communication 3
Energy,Energy Industries,CH4,2008,0.14693465,National Communication 3
Energy,Energy Industries,CH4,2009,0.1534303,National Communication 3
Energy,Energy Industries,CH4,2010,0.1566158,National Communication 3
Energy,Energy Industries,CH4,2011,0.1598013,National Communication 3
Energy,Energy Industries,CH4,2012,0.1791359,National Communication 3
Energy,Energy Industries,CH4,2013,0.1984705,National Communication 3
Energy,Energy Industries,CH4,2014,0.32845275,National Communication 3
Energy,Energy Industries,CH4,2015,0.458435,National Communication 3
Energy,Energy Industries,CH4,2016,0.382814,National Communication 3
Energy,Energy Industries,CH4,2017,0.307193,National Communication 3
Energy,Energy Industries,CO2,1995,0.000828,National Communication 3
Energy,Energy Industries,CO2,1996,0.0008655,National Communication 3
Energy,Energy Industries,CO2,1997,0.000903,National Communication 3
Energy,Energy Industries,CO2,1998,0.000941,National Communication 3
Energy,Energy Industries,CO2,1999,0.000979,National Communication 3
Energy,Energy Industries,CO2,2000,0.0010165,National Communication 3
Energy,Energy Industries,CO2,2001,0.001054,National Communication 3
Energy,Energy Industries,CO2,2002,0.001054,National Communication 3
Energy,Energy Industries,CO2,2003,0.001054,National Communication 3
Energy,Energy Industries,CO2,2004,0.0009785,National Communication 3
Energy,Energy Industries,CO2,2005,0.000903,National Communication 3
Energy,Energy Industries,CO2,2006,0.0860965,National Communication 3
Energy,Energy Industries,CO2,2007,0.17129,National Communication 3
Energy,Energy Industries,CO2,2008,0.20364,National Communication 3
Energy,Energy Industries,CO2,2009,0.23599,National Communication 3
Energy,Energy Industries,CO2,2010,0.256895,National Communication 3
Energy,Energy Industries,CO2,2011,0.2778,National Communication 3
Energy,Energy Industries,CO2,2012,0.1392485,National Communication 3
Energy,Energy Industries,CO2,2013,0.000697,National Communication 3
Energy,Energy Industries,CO2,2014,0.0218285,National Communication 3
Energy,Energy Industries,CO2,2015,0.04296,National Communication 3
Energy,Energy Industries,CO2,2016,0.08288,National Communication 3
Energy,Energy Industries,CO2,2017,0.1228,National Communication 3
Energy,Energy Industries,N2O,1995,0.01092,National Communication 3
Energy,Energy Industries,N2O,1996,0.011466,National Communication 3
Energy,Energy Industries,N2O,1997,0.012012,National Communication 3
Energy,Energy Industries,N2O,1998,0.0137865,National Communication 3
Energy,Energy Industries,N2O,1999,0.015561,National Communication 3
Energy,Energy Industries,N2O,2000,0.016653,National Communication 3
Energy,Energy Industries,N2O,2001,0.017745,National Communication 3
Energy,Energy Industries,N2O,2002,0.017745,National Communication 3
Energy,Energy Industries,N2O,2003,0.017745,National Communication 3
Energy,Energy Industries,N2O,2004,0.0217035,National Communication 3
Energy,Energy Industries,N2O,2005,0.025662,National Communication 3
Energy,Energy Industries,N2O,2006,0.0268905,National Communication 3
Energy,Energy Industries,N2O,2007,0.028119,National Communication 3
Energy,Energy Industries,N2O,2008,0.0293475,National Communication 3
Energy,Energy Industries,N2O,2009,0.030576,National Communication 3
Energy,Energy Industries,N2O,2010,0.0312585,National Communication 3
Energy,Energy Industries,N2O,2011,0.031941,National Communication 3
Energy,Energy Industries,N2O,2012,0.035763,National Communication 3
Energy,Energy Industries,N2O,2013,0.039585,National Communication 3
Energy,Energy Industries,N2O,2014,0.065247,National Communication 3
Energy,Energy Industries,N2O,2015,0.090909,National Communication 3
Energy,Energy Industries,N2O,2016,0.0760305,National Communication 3
Energy,Energy Industries,N2O,2017,0.061152,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1995,0.011634,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1996,0.012188,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1997,0.012742,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1998,0.0128805,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,1999,0.013019,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2000,0.024653,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2001,0.036287,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2002,0.036287,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2003,0.036287,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2004,0.0325475,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2005,0.028808,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2006,0.030747,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2007,0.032686,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2008,0.035179,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2009,0.037672,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2010,0.039611,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2011,0.04155,National Communication 3
Energy,Manufacturing Industries and Construction,CH4,2012,0.059832,National Communication 3
