aggregation_category,gas,year,emission_co2e_mt
Carbon Capture Industries,ch4,2012,0.0
Carbon Capture Industries,ch4,2013,0.0
Carbon Capture Industries,ch4,2014,0.0
Carbon Capture Industries,ch4,2015,0.0
Carbon Capture Industries,ch4,2016,0.0
Carbon Capture Industries,ch4,2017,0.0
Carbon Capture Industries,ch4,2018,0.0
Carbon Capture Industries,ch4,2019,0.0
Carbon Capture Industries,co2,1995,0.0
Carbon Capture Industries,co2,1996,0.0
Carbon Capture Industries,co2,1997,0.0
Carbon Capture Industries,co2,1998,0.0
Carbon Capture Industries,co2,1999,0.0
Carbon Capture Industries,co2,2000,0.0
Carbon Capture Industries,co2,2001,0.0
Carbon Capture Industries,co2,2002,0.0
Carbon Capture Industries,co2,2003,0.0
Carbon Capture Industries,co2,2004,0.0
Carbon Capture Industries,co2,2005,0.0
Carbon Capture Industries,co2,2006,0.0
Carbon Capture Industries,co2,2007,0.0
Carbon Capture Industries,co2,2008,0.0
Carbon Capture Industries,co2,2009,0.0
Carbon Capture Industries,co2,2010,0.0
Carbon Capture Industries,co2,2011,0.0
Carbon Capture Industries,co2,2012,0.0
Carbon Capture Industries,co2,2013,0.0
Carbon Capture Industries,co2,2014,0.0
Carbon Capture Industries,co2,2015,0.0
Carbon Capture Industries,co2,2016,0.0
Carbon Capture Industries,co2,2017,0.0
Carbon Capture Industries,co2,2018,0.0
Carbon Capture Industries,co2,2019,0.0
Carbon Capture Industries,n2o,1995,0.0
Carbon Capture Industries,n2o,1996,0.0
Carbon Capture Industries,n2o,1997,0.0
Carbon Capture Industries,n2o,1998,0.0
Carbon Capture Industries,n2o,1999,0.0
Carbon Capture Industries,n2o,2000,0.0
Carbon Capture Industries,n2o,2001,0.0
Carbon Capture Industries,n2o,2002,0.0
Carbon Capture Industries,n2o,2003,0.0
Carbon Capture Industries,n2o,2004,0.0
Carbon Capture Industries,n2o,2005,0.0
Carbon Capture Industries,n2o,2006,0.0
Carbon Capture Industries,n2o,2007,0.0
Carbon Capture Industries,n2o,2008,0.0
Carbon Capture Industries,n2o,2009,0.0
Carbon Capture Industries,n2o,2010,0.0
Carbon Capture Industries,n2o,2011,0.0
Carbon Capture Industries,n2o,2012,0.0
Carbon Capture Industries,n2o,2013,0.0
Carbon Capture Industries,n2o,2014,0.0
Carbon Capture Industries,n2o,2015,0.0
Carbon Capture Industries,n2o,2016,0.0
Carbon Capture Industries,n2o,2017,0.0
Carbon Capture Industries,n2o,2018,0.0
Carbon Capture Industries,n2o,2019,0.0
Deforestation,co2,1995,13.098280651166236
Deforestation,co2,1996,13.098280651166236
Deforestation,co2,1997,13.098280651166236
Deforestation,co2,1998,13.098280651166236
Deforestation,co2,1999,13.098280651166236
Deforestation,co2,2000,13.098280651166236
Deforestation,co2,2001,13.098280651166236
Deforestation,co2,2002,13.098280651166236
Deforestation,co2,2003,13.098280651166236
Deforestation,co2,2004,13.098280651166236
Deforestation,co2,2005,13.098280651166236
Deforestation,co2,2006,13.098280651166236
Deforestation,co2,2007,13.098280651166236
Deforestation,co2,2008,13.098280651166236
Deforestation,co2,2009,13.098280651166236
Deforestation,co2,2010,13.098280651166236
Deforestation,co2,2011,13.098280651166236
Deforestation,co2,2012,13.098280651166236
Deforestation,co2,2013,13.098280651166236
Deforestation,co2,2014,13.098280651166236
Deforestation,co2,2015,13.098280651166236
Deforestation,co2,2016,13.098663481414619
Deforestation,co2,2017,13.099046311663
Deforestation,co2,2018,13.099046311663
Deforestation,co2,2019,13.099046311663
Electricity and Heat Generation,ch4,1995,0.0
Electricity and Heat Generation,ch4,1996,0.0
Electricity and Heat Generation,ch4,1997,0.0
Electricity and Heat Generation,ch4,1998,0.0
Electricity and Heat Generation,ch4,1999,0.0
Electricity and Heat Generation,ch4,2000,0.0
Electricity and Heat Generation,ch4,2001,0.0
Electricity and Heat Generation,ch4,2002,0.0
Electricity and Heat Generation,ch4,2003,0.0
Electricity and Heat Generation,ch4,2004,0.0
Electricity and Heat Generation,ch4,2005,0.00011159999999999999
Electricity and Heat Generation,ch4,2006,0.00013949999999999998
Electricity and Heat Generation,ch4,2007,0.0001953
Electricity and Heat Generation,ch4,2008,0.00022319999999999998
Electricity and Heat Generation,ch4,2009,0.0001674
Electricity and Heat Generation,ch4,2010,0.00022319999999999998
Electricity and Heat Generation,ch4,2011,0.0003069
Electricity and Heat Generation,ch4,2012,0.0002511
Electricity and Heat Generation,ch4,2013,8.37e-05
Electricity and Heat Generation,ch4,2014,5.5799999999999994e-05
Electricity and Heat Generation,ch4,2015,5.5799999999999994e-05
Electricity and Heat Generation,ch4,2016,5.5799999999999994e-05
Electricity and Heat Generation,ch4,2017,0.00013949999999999998
Electricity and Heat Generation,ch4,2018,0.0002511
Electricity and Heat Generation,ch4,2019,8.37e-05
Electricity and Heat Generation,co2,1995,0.000874
Electricity and Heat Generation,co2,1996,0.000874
Electricity and Heat Generation,co2,1997,0.0009559999999999999
Electricity and Heat Generation,co2,1998,0.000903
Electricity and Heat Generation,co2,1999,0.000979
Electricity and Heat Generation,co2,2000,0.0009860000000000001
Electricity and Heat Generation,co2,2001,0.001054
Electricity and Heat Generation,co2,2002,0.001052
Electricity and Heat Generation,co2,2003,0.001129
Electricity and Heat Generation,co2,2004,0.001129
Electricity and Heat Generation,co2,2005,0.105963
Electricity and Heat Generation,co2,2006,0.12128799999999999
Electricity and Heat Generation,co2,2007,0.17129
Electricity and Heat Generation,co2,2008,0.199064
Electricity and Heat Generation,co2,2009,0.147363
Electricity and Heat Generation,co2,2010,0.207176
Electricity and Heat Generation,co2,2011,0.277764
Electricity and Heat Generation,co2,2012,0.235387
Electricity and Heat Generation,co2,2013,0.084366
Electricity and Heat Generation,co2,2014,0.042957
Electricity and Heat Generation,co2,2015,0.052787
Electricity and Heat Generation,co2,2016,0.043421
Electricity and Heat Generation,co2,2017,0.122776
Electricity and Heat Generation,co2,2018,0.22333699999999998
Electricity and Heat Generation,co2,2019,0.07447100000000001
Electricity and Heat Generation,n2o,1995,0.0
Electricity and Heat Generation,n2o,1996,0.0
Electricity and Heat Generation,n2o,1997,0.0
Electricity and Heat Generation,n2o,1998,0.0
Electricity and Heat Generation,n2o,1999,0.0
Electricity and Heat Generation,n2o,2000,0.0
Electricity and Heat Generation,n2o,2001,0.0
Electricity and Heat Generation,n2o,2002,0.0
Electricity and Heat Generation,n2o,2003,0.0
Electricity and Heat Generation,n2o,2004,0.0
Electricity and Heat Generation,n2o,2005,0.000273
Electricity and Heat Generation,n2o,2006,0.000273
Electricity and Heat Generation,n2o,2007,0.000273
Electricity and Heat Generation,n2o,2008,0.000546
Electricity and Heat Generation,n2o,2009,0.000273
Electricity and Heat Generation,n2o,2010,0.000546
Electricity and Heat Generation,n2o,2011,0.000546
Electricity and Heat Generation,n2o,2012,0.000546
Electricity and Heat Generation,n2o,2013,0.000273
Electricity and Heat Generation,n2o,2014,0.0
Electricity and Heat Generation,n2o,2015,0.0
Electricity and Heat Generation,n2o,2016,0.0
Electricity and Heat Generation,n2o,2017,0.000273
Electricity and Heat Generation,n2o,2018,0.000546
Electricity and Heat Generation,n2o,2019,0.000273
Forest Land - Removals,co2,1995,-19.303684
Forest Land - Removals,co2,1996,-17.208148
Forest Land - Removals,co2,1997,-19.231391
Forest Land - Removals,co2,1998,-14.431947000000001
Forest Land - Removals,co2,1999,-11.311982
Forest Land - Removals,co2,2000,-8.070042
Forest Land - Removals,co2,2001,-4.699094
Forest Land - Removals,co2,2002,-7.4738109999999995
Forest Land - Removals,co2,2003,-4.719435
Forest Land - Removals,co2,2004,-1.810142
Forest Land - Removals,co2,2005,9.329443
Forest Land - Removals,co2,2006,11.658136999999998
Forest Land - Removals,co2,2007,17.489936
Forest Land - Removals,co2,2008,19.936255
Forest Land - Removals,co2,2009,22.421004
Forest Land - Removals,co2,2010,24.944032
Forest Land - Removals,co2,2011,27.498154000000003
Forest Land - Removals,co2,2012,30.082574
Forest Land - Removals,co2,2013,37.690435
Forest Land - Removals,co2,2014,40.401943
Forest Land - Removals,co2,2015,43.002758
Forest Land - Removals,co2,2016,45.4964342343335
Forest Land - Removals,co2,2017,46.882463468667005
Forest Land - Removals,co2,2018,48.956185468667
Forest Land - Removals,co2,2019,50.176896468667
Forest Land - Sequestration,co2,1995,-7.654960906871515
Forest Land - Sequestration,co2,1996,-7.654960906871515
Forest Land - Sequestration,co2,1997,-7.654960906871515
Forest Land - Sequestration,co2,1998,-7.654960906871515
Forest Land - Sequestration,co2,1999,-7.654960906871515
Forest Land - Sequestration,co2,2000,-7.654960906871515
Forest Land - Sequestration,co2,2001,-7.654960906871515
Forest Land - Sequestration,co2,2002,-7.654960906871515
Forest Land - Sequestration,co2,2003,-7.654960906871515
Forest Land - Sequestration,co2,2004,-7.654960906871515
Forest Land - Sequestration,co2,2005,-7.654960906871515
Forest Land - Sequestration,co2,2006,-7.654960906871515
Forest Land - Sequestration,co2,2007,-7.654960906871515
Forest Land - Sequestration,co2,2008,-7.654960906871515
Forest Land - Sequestration,co2,2009,-7.654960906871515
Forest Land - Sequestration,co2,2010,-7.654960906871515
Forest Land - Sequestration,co2,2011,-7.654960906871515
Forest Land - Sequestration,co2,2012,-7.654960906871515
Forest Land - Sequestration,co2,2013,-7.654960906871515
Forest Land - Sequestration,co2,2014,-7.654960906871515
Forest Land - Sequestration,co2,2015,-7.654960906871515
Forest Land - Sequestration,co2,2016,-7.672695534756879
Forest Land - Sequestration,co2,2017,-7.80452717159076
Forest Land - Sequestration,co2,2018,-9.433641409196738
Forest Land - Sequestration,co2,2019,-10.970867097652578
Forest Land Methane,ch4,1995,0.055167541923573704
Forest Land Methane,ch4,1996,0.055167541923573704
Forest Land Methane,ch4,1997,0.055167541923573704
Forest Land Methane,ch4,1998,0.055167541923573704
Forest Land Methane,ch4,1999,0.055167541923573704
Forest Land Methane,ch4,2000,0.055167541923573704
Forest Land Methane,ch4,2001,0.055167541923573704
Forest Land Methane,ch4,2002,0.055167541923573704
Forest Land Methane,ch4,2003,0.055167541923573704
Forest Land Methane,ch4,2004,0.055167541923573704
Forest Land Methane,ch4,2005,0.055167541923573704
Forest Land Methane,ch4,2006,0.055167541923573704
Forest Land Methane,ch4,2007,0.055167541923573704
Forest Land Methane,ch4,2008,0.055167541923573704
Forest Land Methane,ch4,2009,0.055167541923573704
Forest Land Methane,ch4,2010,0.055167541923573704
Forest Land Methane,ch4,2011,0.055167541923573704
Forest Land Methane,ch4,2012,0.055167541923573704
Forest Land Methane,ch4,2013,0.055167541923573704
Forest Land Methane,ch4,2014,0.055167541923573704
Forest Land Methane,ch4,2015,0.055167541923573704
Forest Land Methane,ch4,2016,0.055212170651305105
Forest Land Methane,ch4,2017,0.056021457555673
Forest Land Methane,ch4,2018,0.0666066992550739
Forest Land Methane,ch4,2019,0.0766163758244624
Fuel Production,ch4,1995,0.0
Fuel Production,ch4,1996,0.0
Fuel Production,ch4,1997,0.0
Fuel Production,ch4,1998,0.0
Fuel Production,ch4,1999,0.0
Fuel Production,ch4,2000,0.0
Fuel Production,ch4,2001,0.0
Fuel Production,ch4,2002,0.0
Fuel Production,ch4,2003,0.0
Fuel Production,ch4,2004,0.0
Fuel Production,ch4,2005,0.0
Fuel Production,ch4,2006,0.0
Fuel Production,ch4,2007,0.0
Fuel Production,ch4,2008,0.0
Fuel Production,ch4,2009,0.0
Fuel Production,ch4,2010,0.0
Fuel Production,ch4,2011,0.0
Fuel Production,ch4,2012,0.0
Fuel Production,ch4,2013,0.0
Fuel Production,ch4,2014,0.0
Fuel Production,ch4,2015,0.0
Fuel Production,ch4,2016,0.0
Fuel Production,ch4,2017,0.0
Fuel Production,ch4,2018,0.0
Fuel Production,ch4,2019,0.0
Fuel Production,co2,1995,0.0
Fuel Production,co2,1996,0.0
Fuel Production,co2,1997,0.0
Fuel Production,co2,1998,0.0
Fuel Production,co2,1999,0.0
Fuel Production,co2,2000,0.0
Fuel Production,co2,2001,0.0
Fuel Production,co2,2002,0.0
Fuel Production,co2,2003,0.0
Fuel Production,co2,2004,0.0
Fuel Production,co2,2005,0.0
Fuel Production,co2,2006,0.0
Fuel Production,co2,2007,0.0
Fuel Production,co2,2008,0.0
Fuel Production,co2,2009,0.0
Fuel Production,co2,2010,0.0
Fuel Production,co2,2011,0.0
Fuel Production,co2,2012,0.0
Fuel Production,co2,2013,0.0
Fuel Production,co2,2014,0.0
Fuel Production,co2,2015,0.0
Fuel Production,co2,2016,0.0
Fuel Production,co2,2017,0.0
Fuel Production,co2,2018,0.0
Fuel Production,co2,2019,0.0
Fuel Production,n2o,1995,0.0
Fuel Production,n2o,1996,0.0
Fuel Production,n2o,1997,0.0
Fuel Production,n2o,1998,0.0
Fuel Production,n2o,1999,0.0
Fuel Production,n2o,2000,0.0
Fuel Production,n2o,2001,0.0
Fuel Production,n2o,2002,0.0
Fuel Production,n2o,2003,0.0
Fuel Production,n2o,2004,0.0
Fuel Production,n2o,2005,0.0
Fuel Production,n2o,2006,0.0
Fuel Production,n2o,2007,0.0
Fuel Production,n2o,2008,0.0
Fuel Production,n2o,2009,0.0
Fuel Production,n2o,2010,0.0
Fuel Production,n2o,2011,0.0
Fuel Production,n2o,2012,0.0
Fuel Production,n2o,2013,0.0
Fuel Production,n2o,2014,0.0
Fuel Production,n2o,2015,0.0
Fuel Production,n2o,2016,0.0
Fuel Production,n2o,2017,0.0
Fuel Production,n2o,2018,0.0
Fuel Production,n2o,2019,0.0
Fugitive Emissions,ch4,1995,0.0
Fugitive Emissions,ch4,1996,0.0
Fugitive Emissions,ch4,1997,0.0
Fugitive Emissions,ch4,1998,0.0
Fugitive Emissions,ch4,1999,0.0
Fugitive Emissions,ch4,2000,0.0
Fugitive Emissions,ch4,2001,0.0
Fugitive Emissions,ch4,2002,0.0
Fugitive Emissions,ch4,2003,0.0
Fugitive Emissions,ch4,2004,0.0
Fugitive Emissions,ch4,2005,0.0
Fugitive Emissions,ch4,2006,0.0
Fugitive Emissions,ch4,2007,0.0
Fugitive Emissions,ch4,2008,0.0
Fugitive Emissions,ch4,2009,0.0
Fugitive Emissions,ch4,2010,0.0
Fugitive Emissions,ch4,2011,0.0
Fugitive Emissions,ch4,2012,0.0
Fugitive Emissions,ch4,2013,0.0
Fugitive Emissions,ch4,2014,0.0
Fugitive Emissions,ch4,2015,0.0
Fugitive Emissions,ch4,2016,0.0
Fugitive Emissions,ch4,2017,0.0
Fugitive Emissions,ch4,2018,0.0
Fugitive Emissions,ch4,2019,0.0
Fugitive Emissions,co2,1995,0.0
Fugitive Emissions,co2,1996,0.0
Fugitive Emissions,co2,1997,0.0
Fugitive Emissions,co2,1998,0.0
Fugitive Emissions,co2,1999,0.0
Fugitive Emissions,co2,2000,0.0
Fugitive Emissions,co2,2001,0.0
Fugitive Emissions,co2,2002,0.0
Fugitive Emissions,co2,2003,0.0
Fugitive Emissions,co2,2004,0.0
Fugitive Emissions,co2,2005,0.0
Fugitive Emissions,co2,2006,0.0
Fugitive Emissions,co2,2007,0.0
Fugitive Emissions,co2,2008,0.0
Fugitive Emissions,co2,2009,0.0
Fugitive Emissions,co2,2010,0.0
Fugitive Emissions,co2,2011,0.0
Fugitive Emissions,co2,2012,0.0
Fugitive Emissions,co2,2013,0.0
Fugitive Emissions,co2,2014,0.0
Fugitive Emissions,co2,2015,0.0
Fugitive Emissions,co2,2016,0.0
Fugitive Emissions,co2,2017,0.0
Fugitive Emissions,co2,2018,0.0
Fugitive Emissions,co2,2019,0.0
Fugitive Emissions,n2o,1995,0.0
Fugitive Emissions,n2o,1996,0.0
Fugitive Emissions,n2o,1997,0.0
Fugitive Emissions,n2o,1998,0.0
Fugitive Emissions,n2o,1999,0.0
Fugitive Emissions,n2o,2000,0.0
Fugitive Emissions,n2o,2001,0.0
Fugitive Emissions,n2o,2002,0.0
Fugitive Emissions,n2o,2003,0.0
Fugitive Emissions,n2o,2004,0.0
Fugitive Emissions,n2o,2005,0.0
Fugitive Emissions,n2o,2006,0.0
Fugitive Emissions,n2o,2007,0.0
Fugitive Emissions,n2o,2008,0.0
Fugitive Emissions,n2o,2009,0.0
Fugitive Emissions,n2o,2010,0.0
Fugitive Emissions,n2o,2011,0.0
Fugitive Emissions,n2o,2012,0.0
Fugitive Emissions,n2o,2013,0.0
Fugitive Emissions,n2o,2014,0.0
Fugitive Emissions,n2o,2015,0.0
Fugitive Emissions,n2o,2016,0.0
Fugitive Emissions,n2o,2017,0.0
Fugitive Emissions,n2o,2018,0.0
Fugitive Emissions,n2o,2019,0.0
IPPU,ch4,1995,0.0
IPPU,ch4,1996,0.0
IPPU,ch4,1997,0.0
IPPU,ch4,1998,0.0
IPPU,ch4,1999,0.0
IPPU,ch4,2000,0.0
IPPU,ch4,2001,0.0
IPPU,ch4,2002,0.0
IPPU,ch4,2003,0.0
IPPU,ch4,2004,0.0
IPPU,ch4,2005,0.0
IPPU,ch4,2006,0.0
IPPU,ch4,2007,0.0
IPPU,ch4,2008,0.0
IPPU,ch4,2009,0.0
IPPU,ch4,2010,0.0
IPPU,ch4,2011,0.0
IPPU,ch4,2012,0.0
IPPU,ch4,2013,0.0
IPPU,ch4,2014,0.0
IPPU,ch4,2015,0.0
IPPU,ch4,2016,0.0
IPPU,ch4,2017,0.0
IPPU,ch4,2018,0.0
IPPU,ch4,2019,0.0
IPPU,co2,1995,0.122113
IPPU,co2,1996,0.122113
IPPU,co2,1997,0.126091
IPPU,co2,1998,0.12834700000000002
IPPU,co2,1999,0.13911500000000002
IPPU,co2,2000,0.147726
IPPU,co2,2001,0.11904799999999999
IPPU,co2,2002,0.185399
IPPU,co2,2003,0.15854200000000002
IPPU,co2,2004,0.20431100000000002
IPPU,co2,2005,0.206046
IPPU,co2,2006,0.211729
IPPU,co2,2007,0.18427
IPPU,co2,2008,0.240082
IPPU,co2,2009,0.2391
IPPU,co2,2010,0.278693
IPPU,co2,2011,0.413491
IPPU,co2,2012,0.32372100000000004
IPPU,co2,2013,0.371407
IPPU,co2,2014,0.420648
IPPU,co2,2015,0.362667
IPPU,co2,2016,0.375454
IPPU,co2,2017,0.35664599999999996
IPPU,co2,2018,0.369456
IPPU,co2,2019,0.369457
IPPU,hfcs,1995,0.013675
IPPU,hfcs,1996,0.01716
IPPU,hfcs,1997,0.020297000000000003
IPPU,hfcs,1998,0.023153
IPPU,hfcs,1999,0.025769
IPPU,hfcs,2000,0.028184
IPPU,hfcs,2001,0.030442
IPPU,hfcs,2002,0.032405
IPPU,hfcs,2003,0.034115
IPPU,hfcs,2004,0.035615
IPPU,hfcs,2005,0.036937000000000005
IPPU,hfcs,2006,0.03811199999999999
IPPU,hfcs,2007,0.03978400000000001
IPPU,hfcs,2008,0.067273
IPPU,hfcs,2009,0.062595
IPPU,hfcs,2010,0.060064
IPPU,hfcs,2011,0.059949999999999996
IPPU,hfcs,2012,0.061297
IPPU,hfcs,2013,0.064012
IPPU,hfcs,2014,0.067908
IPPU,hfcs,2015,0.072967
IPPU,hfcs,2016,0.079915
IPPU,hfcs,2017,0.086171
IPPU,hfcs,2018,0.091904
IPPU,hfcs,2019,0.09642400000000001
IPPU,n2o,1995,0.0
IPPU,n2o,1996,0.0
IPPU,n2o,1997,0.0
IPPU,n2o,1998,0.0
IPPU,n2o,1999,0.0
IPPU,n2o,2000,0.0
IPPU,n2o,2001,0.0
IPPU,n2o,2002,0.0
IPPU,n2o,2003,0.0
IPPU,n2o,2004,0.0
IPPU,n2o,2005,0.0
IPPU,n2o,2006,0.0
IPPU,n2o,2007,0.0
IPPU,n2o,2008,0.0
IPPU,n2o,2009,0.0
IPPU,n2o,2010,0.0
IPPU,n2o,2011,0.0
IPPU,n2o,2012,0.0
IPPU,n2o,2013,0.0
IPPU,n2o,2014,0.0
IPPU,n2o,2015,0.0
IPPU,n2o,2016,0.0
IPPU,n2o,2017,0.0
IPPU,n2o,2018,0.0
IPPU,n2o,2019,0.0
IPPU,nf3,1995,0.0
IPPU,nf3,1996,0.0
IPPU,nf3,1997,0.0
IPPU,nf3,1998,0.0
IPPU,nf3,1999,0.0
IPPU,nf3,2000,0.0
IPPU,nf3,2001,0.0
IPPU,nf3,2002,0.0
